Occurrence Number,Date,Registration,Classification,Type,Location,State,Aerodrome,Operation,Status,Link,History
85702,2024-10-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,BA,FAER,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85702,"A aeronave decolou do Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeroporto Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, a fim de realizar transporte aéreo de carga. Durante o voo em rota, a aeronave apresentou falha no sistema de radar meteorológico. Os procedimentos previstos foram executados e o voo seguiu até o destino. Não houve mais intercorrências."
85700,2024-10-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO,SP,NCAD,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85700,"A aeronave decolou do Aeroporto do Galeão - Antônio Carlos Jobim (SBGL), Rio de Janeiro, RJ, com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte aéreo de carga. Durante o voo em rota, a aeronave apresentou mensagem de falha no sistema de radar meteorológico. Os procedimentos previstos foram executados e o voo seguiu até o destino. Não houve mais intercorrências."
85696,2024-10-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BRASÍLIA,DF,SBBR,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85696,"A aeronave decolou do Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeroporto de Brasília - Presidente Juscelino Kubitschek (SBBR), Brasília, DF, a fim de realizar transporte de carga. Durante a fase de aproximação para pouso, a aeronave apresentou mau funcionamento do sistema de auxílio à navegação. A tripulação realizou os procedimentos previstos e o pouso ocorreu normalmente. Não houve mais intercorrências."
85695,2024-10-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO,SP,FAER,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85695,"A aeronave decolou do Aeroporto Presidente Juscelino Kubitschek (SBBR), Brasília, DF, com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte de carga. Durante o voo em rota, a aeronave apresentou falha no sistema de pressurização. Os procedimentos previstos foram executados e o voo seguiu até o destino. Não houve mais intercorrências."
85694,2024-10-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO,SP,FAER,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85694,"A aeronave decolou do Aeroporto dos Guararapes - Gilberto Freyre (SBRF), Recife, PE, com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte de carga. Durante o voo em rota, a aeronave apresentou falha na pressurização da cabine. Os procedimentos previstos foram executados e o voo seguiu até o destino. Não houve mais intercorrências."
85689,2024-10-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO,SP,FAER,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85689,"A aeronave decolou do Aeroporto dos Guararapes - Gilberto Freyre (SBRF), Recife, PE, com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte aéreo de carga. Durante o voo em rota, a aeronave apresentou mau funcionamento do sistema de sustentação nas asas. Os procedimentos previstos foram realizados e o pouso ocorreu normalmente. Não houve mais intercorrências."
85673,2024-10-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RONDONÓPOLIS,MT,FAER,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85673,"A aeronave decolou do Aeroporto Maestro Marinho Franco (SBRD), Rondonópolis, MT, com destino ao Aeroporto de Viracopos (SBKP), Campinas, SP, a fim de realizar transporte aéreo público regular. Durante a fase de subida, a aeronave apresentou falha na indicação do sistema do trem de pouso. Os procedimentos previstos foram executados e o voo alternou destino para o Aeroporto Marechal Rondon (SBCY), Cuiabá, MT. O pouso ocorreu normalmente e não houve mais intercorrências."
85669,2024-10-04,****,INCIDENTE,COLISÃO COM AVE,OURO PRETO,MG,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85669,"A aeronave decolou do Aeroporto da Pampulha- Carlos Drummond Andrade (SBBH), Belo Horizonte, MG, com destino ao aeródromo Viçosa (SNVC), Viçosa, MG, por volta das 18h35min (UTC), a fim de realizar voo privado, com um tripulante e três passageiros a bordo. Durante o voo, ocorreu a colisão com um pássaro. O pouso foi efetuado sem intercorrências, no aeródromo de destino."
85667,2024-10-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,VITÓRIA,ES,SBVT,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85667,"A aeronave decolou do aeródromo João Monteiro (SIVU), Vila Velha, ES, com destino a uma área de pouso eventual no Parque Residencial Laranjeiras, no município de Serra, ES, por volta das 19h46min (UTC), com um tripulante a bordo. Durante o voo, ocorreu falha no equipamento de comunicação da aeronave e o piloto alternou o destino para o heliponto N&F (SINF), Serra, ES."
85660,2024-10-04,****,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DO MOTOR, OUTROS",VITÓRIA,ES,SBVT,EXPERIMENTAL,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85660,"A aeronave decolou do aeródromo João Monteiro (SIVU), Vila Velha, ES, com destino ao Aeroporto de Porto Seguro (SBPS), Porto Seguro, BA, por volta das 11h45min (UTC), a fim de realizar voo privado, com um tripulante e um passageiro à bordo. Durante o voo, ocorreu a indicação de baixo nível de óleo do motor. O voo alternou destino para o Aeroporto de Vitória - Eurico de Aguiar Salles (SBVT), Vitória, ES."
85642,2024-10-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,SP,SBGR,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85642,"A aeronave decolou do Aeroporto Santa Genoveva (SBGO), Goiânia, GO, com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte de carga. Durante a fase de descida, a aeronave apresentou mau funcionamento do sistema do piloto automático. Os procedimentos previstos foram realizados e o pouso ocorreu normalmente. Após o pouso, a aeronave foi entregue à equipe de manutenção."
85611,2024-10-04,PRSAC,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FEIJÓ,AC,SNOU,TÁXI AÉREO,ATIVA,https://dedalo.sti.fab.mil.br/ocorrencia/85611,"A aeronave decolou do Aeroporto de Rio Branco - Plácido de Castro (SBRB), Rio Branco, AC, com destino ao Aeroporto Novo Aeródromo de Feijó (SNOU), Feijó, AC, a fim de realizar transporte de passageiros, com um tripulante e quatro passageiros a bordo. Durante o pouso, ocorreu o recolhimento o trem de pouso auxiliar e o toque da parte frontal da aeronave com o solo. A aeronave parou dentro dos limites da pista."
85665,2024-10-03,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,GUARULHOS,SP,SBGR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85665,"A aeronave decolou do Aeroporto Internacional Silvio Pettirossi (SGAS), Luque, Paraguai, com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte aéreo público regular. Durante o voo em rota, a aeronave apresentou falha do motor #1. Os procedimentos previstos foram executados, o pouso ocorreu normalmente. Não houve mais intercorrências."
85661,2024-10-03,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO,RJ,SBGL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85661,"A aeronave tinha previsão de decolar do Aeroporto do Galeão - Antônio Carlos Jobim (SBGL), Rio de Janeiro, RJ, com destino ao Aeroporto Internacional George Bush (KIAH), Houston, EUA, a fim de realizar transporte aéreo público regular. Durante o táxi, a aeronave apresentou mensagem de falha no computador de bordo. A aeronave retornou para o local de estacionamento. Não houve mais intercorrências."
85652,2024-10-03,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FLORIANÓPOLIS,SC,SBFL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85652,"A aeronave decolou do Aeroporto de Viracopos (SBKP), Campinas, SP, com destino ao Aeroporto Ministro Victor Konder (SBNF), Navegantes, SC, a fim de realizar transporte aéreo público regular. Durante a fase de aproximação para pouso, a aeronave apresentou indicação de falha do sistema de freios. Os procedimentos previstos foram executados e o voo alternou destino para o Aeroporto Hercílio Luz (SBFL), Florianópolis, SC. O pouso ocorreu normalmente. Não houve mais intercorrências."
85707,2024-10-02,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO,SP,FAER,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85707,"A aeronave decolou do Aeroporto Hercílio Luz (SBFL), Florianópolis, SC, com destino ao Aeroporto Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte aéreo público regular. Durante o voo em rota, a aeronave apresentou mensagem de falha no computador de dados. Os procedimentos previstos foram executados e o voo seguiu até o destino. Não houve mais intercorrências."
85701,2024-10-02,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FORTALEZA,CE,SBFZ,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85701,"A aeronave decolou do Aeroporto de Confins - Tancredo Neves (SBCF), Belo Horizonte, MG, com destino ao Aeroporto Pinto Martins (SBFZ), Fortaleza, CE, a fim de realizar transporte de carga. Durante a fase de aproximação para pouso, a aeronave apresentou mau funcionamento do sistema de sustentação nas asas. Os procedimentos previstos foram realizados e o pouso ocorreu normalmente. Não houve mais intercorrências."
85699,2024-10-02,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO,SP,FAER,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85699,"A aeronave decolou do Aeroporto do Galeão - Antônio Carlos Jobim (SBGL), Rio de Janeiro, RJ, com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte de carga. Durante o voo em rota, a aeronave apresentou mensagem de falha no sistema de navegação. Os procedimentos previstos foram executados e o voo seguiu até o destino. Não houve mais intercorrências."
85693,2024-10-02,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,SP,SBGR,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85693,"A aeronave decolou do Aeroporto Santa Genoveva (SBGO), Goiânia, GO com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte aéreo público regular. Durante o pouso, a aeronave apresentou falha no modo automático dos comandos de sustentação nas asas. Os procedimentos previstos foram executados. Não houve mais intercorrências."
85692,2024-10-02,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,SP,FAER,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85692,"A aeronave decolou do Aeroporto dos Guararapes - Gilberto Freyre (SBRF), Recife, PE, com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte de carga. Durante o voo em rota, a aeronave apresentou mau funcionamento do sistema de pressurização. A tripulação realizou os procedimentos previstos e o pouso ocorreu normalmente. Não houve mais intercorrências."
85672,2024-10-02,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PARATY,RJ,SDTK,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85672,"A aeronave decolou do Aeroporto Professor Urbano Ernesto Stumpf (SBSJ), São José dos Campos, SP, por volta das 12h00min (UTC), a fim de realizar voo de treinamento de navegação, com toque e arremetida no Aeroporto de Paraty (SDTK), Paraty, RJ, com dois tripulantes a bordo. Após o procedimento de toque e arremetida em Paraty, ocorreu uma falha mecânica que restringiu a amplitude do comando do profundor. O voo retornou para o aeródromo de origem. O pouso foi efetuado sem intercorrências."
85662,2024-10-02,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CONFINS,MG,SBCF,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85662,"A aeronave decolou do Aeroporto de Confins - Tancredo Neves (SBCF), Belo Horizonte, MG, com destino ao Aeroporto Municipal de Linhares (SNLN), Linhares, ES, por volta das 15h45min (UTC), a fim de realizar transporte de pessoal, com dois tripulantes e sete passageiros a bordo. Após a decolagem, ocorreu falha no compensador do leme de direção. O voo retornou para o aeródromo de origem."
85608,2024-10-02,****,INCIDENTE,COLISÃO NO SOLO,PALMAS,TO,SBPJ,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85608,"A aeronave decolou de uma localidade desconhecida com destino ao Aeroporto de Palmas (SBPJ), Palmas, TO, a fim de realizar voo privado. Durante o táxi após o pouso, a aeronave ingressou indevidamente em uma via de acesso do Corpo de Bombeiros do aeródromo e veio a colidir com a asa esquerda contra uma placa de sinalização de veículos na via."
85691,2024-10-01,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GOIÂNIA,GO,FAER,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85691,"A aeronave decolou do Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeroporto Santa Genoveva (SBGO), Goiânia, GO, a fim de realizar transporte aéreo de carga. Durante a fase de pouso, o sistema de freio aerodinâmico (speedbrakes) não funcionou no modo automático. Os procedimentos previstos foram executados. Não houve mais intercorrências."
85663,2024-10-01,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO,SP,FAER,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85663,"A aeronave decolou do Aeroporto Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte de carga. Durante o voo em rota, a aeronave apresentou mensagem de falha no sistema de frenagem automática. Os procedimentos previstos foram executados e o pouso ocorreu normalmente. Não houve mais intercorrências."
85657,2024-10-01,PTWYM,INCIDENTE GRAVE,"FALHA OU MAU FUNCIONAMENTO DO MOTOR, OUTROS",CAMPO GRANDE,MS,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85657,"A aeronave decolou do Aeródromo Estância Santa Maria (SSKG), Campo Grande, MS, com destino ao Aeródromo Fazenda Seis Palmas (SIMG), Porto Murtinho, MS, a fim de realizar voo privado, com um tripulante e um passageiro a bordo. Durante o voo, a aeronave realizou pouso de emergência em uma área de cultivo."
85651,2024-10-01,****,INCIDENTE,CORTANTE DE VENTO / TEMPESTADE,BRASÍLIA,DF,SBBR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85651,"A aeronave decolou do Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeroporto Presidente Juscelino Kubitschek (SBBR), Brasília, DF, a fim de realizar transporte aéreo público regular. Durante a fase de aproximação para pouso, a tripulação recebeu a mensagem de alerta de cortante de vento. Foram realizados os procedimentos previstos e o pouso foi efetuado sem intercorrências."
85650,2024-10-01,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,CONFINS,MG,SBCF,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85650,"A aeronave decolou do Aeroporto de Confins - Tancredo Neves (SBCF), Belo Horizonte, MG, com destino ao Aeroporto Pinto Martins (SBFZ), Fortaleza, CE, a fim de realizar transporte aéreo público regular. Durante a fase de subida, a aeronave apresentou indicação de baixa pressão de óleo do sistema do motor de número #2. Os procedimentos previstos foram realizados pela tripulação e o voo retornou para o aeródromo de origem. O pouso foi efetuado sem intercorrências."
85609,2024-10-01,PRONU,ACIDENTE,"EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO",MARINGÁ,PR,SBMG,INSTRUÇÃO,ATIVA,https://dedalo.sti.fab.mil.br/ocorrencia/85609,"A aeronave decolou do aeródromo 14 Bis (SSOK), Londrina, PR, com destino ao Aeroporto Silvio Name Junior (SBMG), Maringá, PR, por volta das 10h26min (UTC), a fim de realizar voo de instrução, com um tripulante a bordo. Durante o pouso, ocorreu a perda de controle e a aeronave veio a sair da pista pela lateral direita."
85605,2024-10-01,PRRYC,INCIDENTE GRAVE,OUTROS,ITANHAÉM,SP,SDIM,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85605,"A aeronave decolou do aeródromo Itanhaém (SDIM), Itanhaém, SP, a fim de realizar um voo local, com um tripulante a bordo. Durante a subida inicial, o voo foi abortado e a aeronave realizou pouso de emergência em faixa de areia de praia próxima ao aeródromo."
85676,2024-09-30,****,INCIDENTE,COLISÃO COM AVE,GUARULHOS,SP,SBGR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85676,Houve colisão com ave durante a fase de pouso.
85641,2024-09-30,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GOIÂNIA,GO,SBGO,***,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/85641,"A aeronave decolou do Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeroporto Santa Genoveva (SBGO), Goiânia, GO, a fim de realizar transporte de carga. Durante o voo em rota, a aeronave apresentou inoperância do canal B do sistema de pilotagem automática. Os procedimentos previstos foram realizados e o pouso ocorreu normalmente. Não Houve mais intercorrências."
